geoid,geoName,totalPop,medianAge,medianIncome
16003,"Adams County, Idaho",4464,54.4,55891
16005,"Bannock County, Idaho",87434,34.7,60998
16007,"Bear Lake County, Idaho",6436,40,63244
16009,"Benewah County, Idaho",9731,45.9,54191
16011,"Bingham County, Idaho",48253,34.3,69433
16013,"Blaine County, Idaho",24248,44.5,81794
16015,"Boise County, Idaho",7809,53.7,70776
16017,"Bonner County, Idaho",47976,48.3,61816
16019,"Bonneville County, Idaho",124490,33.2,73103
16021,"Boundary County, Idaho",12335,43.6,58810
16023,"Butte County, Idaho",2605,43.1,37358
16025,"Camas County, Idaho",1133,36.5,63750
16027,"Canyon County, Idaho",235006,34.4,68473
16029,"Caribou County, Idaho",7058,37.9,65380
16031,"Cassia County, Idaho",24859,33.1,63525
16033,"Clark County, Idaho",756,37.6,53500
16035,"Clearwater County, Idaho",8810,52.3,55885
16037,"Custer County, Idaho",4344,55.5,60357
16039,"Elmore County, Idaho",28752,32.3,55000
16041,"Franklin County, Idaho",14376,32.6,61679
16043,"Fremont County, Idaho",13519,39,67015
16045,"Gem County, Idaho",19250,44,65204
16047,"Gooding County, Idaho",15520,38.3,60938
16049,"Idaho County, Idaho",16787,49.5,54745
16051,"Jefferson County, Idaho",31383,31.7,77491
16053,"Jerome County, Idaho",24474,33,67347
16055,"Kootenai County, Idaho",173396,40.7,71949
16057,"Latah County, Idaho",39872,30.3,62258
16059,"Lemhi County, Idaho",8043,53.2,49216
16061,"Lewis County, Idaho",3630,49.1,46484
16063,"Lincoln County, Idaho",5203,37.3,62250
16065,"Madison County, Idaho",52487,21.6,53025
16067,"Minidoka County, Idaho",21626,34.9,63594
16069,"Nez Perce County, Idaho",42200,40.7,65023
16071,"Oneida County, Idaho",4572,39.7,67383
16073,"Owyhee County, Idaho",12043,38.9,58440
16075,"Payette County, Idaho",25571,40,62721
16077,"Power County, Idaho",7918,35.3,56671
16079,"Shoshone County, Idaho",13399,46.1,44807
16081,"Teton County, Idaho",11813,38.6,88906
16083,"Twin Falls County, Idaho",90592,35.5,61183
16085,"Valley County, Idaho",11830,48.9,72878
16087,"Washington County, Idaho",10612,44.7,50046
17001,"Adams County, Illinois",65583,41.3,63767
17003,"Alexander County, Illinois",5261,44.9,40365
17005,"Bond County, Illinois",16750,40,58617
17007,"Boone County, Illinois",53459,39,80502
17009,"Brown County, Illinois",6334,38.5,64760
17011,"Bureau County, Illinois",33203,44,64165
17013,"Calhoun County, Illinois",4472,48.1,88059
17015,"Carroll County, Illinois",15594,45,61539
17017,"Cass County, Illinois",12955,38.8,64826
17019,"Champaign County, Illinois",206525,30.8,61090
17021,"Christian County, Illinois",33893,42.2,56933
17023,"Clark County, Illinois",15467,41.4,65874
17025,"Clay County, Illinois",13248,41.8,58028
17027,"Clinton County, Illinois",36998,41,78054
17029,"Coles County, Illinois",47076,37.4,53732
17031,"Cook County, Illinois",5225367,37.5,78304
17033,"Crawford County, Illinois",18729,42.2,64163
17035,"Cumberland County, Illinois",10447,42.6,71274
17037,"DeKalb County, Illinois",100686,31.8,68617
17039,"De Witt County, Illinois",15535,44,61823
17041,"Douglas County, Illinois",19714,38.6,67177
17043,"DuPage County, Illinois",930559,39.9,107035
17045,"Edgar County, Illinois",16852,46,56687
17047,"Edwards County, Illinois",6182,44.2,60784
17049,"Effingham County, Illinois",34594,39.3,73181
17051,"Fayette County, Illinois",21464,42.1,51962
17053,"Ford County, Illinois",13484,42,58930
17055,"Franklin County, Illinois",37810,43.2,51031
17057,"Fulton County, Illinois",33691,43.6,57223
17059,"Gallatin County, Illinois",4967,46.9,51868
17061,"Greene County, Illinois",12015,42.7,58900
17063,"Grundy County, Illinois",52624,38.8,89993
17065,"Hamilton County, Illinois",8008,43,60574
17067,"Hancock County, Illinois",17582,45.9,61026
17069,"Hardin County, Illinois",3665,53.9,53026
17071,"Henderson County, Illinois",6374,49.6,64946
17073,"Henry County, Illinois",49157,43.5,66313
17075,"Iroquois County, Illinois",27043,44.5,62866
17077,"Jackson County, Illinois",53176,32.6,44847
17079,"Jasper County, Illinois",9295,44,67429
17081,"Jefferson County, Illinois",37043,41.2,58384
17083,"Jersey County, Illinois",21462,42.8,77607
17085,"Jo Daviess County, Illinois",21942,50.8,67729
17087,"Johnson County, Illinois",13313,42.3,63295
17089,"Kane County, Illinois",517254,38.3,96400
17091,"Kankakee County, Illinois",107421,38.9,65489
17093,"Kendall County, Illinois",132795,36.1,106358
17095,"Knox County, Illinois",49751,42.3,50263
17097,"Lake County, Illinois",713159,38.7,104553
17099,"LaSalle County, Illinois",109495,41.9,67942
17101,"Lawrence County, Illinois",15302,40.9,55811
17103,"Lee County, Illinois",34221,42.8,64588
17105,"Livingston County, Illinois",35771,41.9,68175
17107,"Logan County, Illinois",28027,40.3,62547
17109,"McDonough County, Illinois",27370,34.9,48904
17111,"McHenry County, Illinois",311133,40.5,100101
17113,"McLean County, Illinois",171284,34,75356
17115,"Macon County, Illinois",103542,40.7,59622
17117,"Macoupin County, Illinois",44907,44,64706
17119,"Madison County, Illinois",265512,39.9,71759
17121,"Marion County, Illinois",37543,41.9,59099
17123,"Marshall County, Illinois",11740,46.2,64940
17125,"Mason County, Illinois",13074,45.4,58479
17127,"Massac County, Illinois",14135,44.1,57365
17129,"Menard County, Illinois",12284,42.8,84846
17131,"Mercer County, Illinois",15692,44.7,67028
17133,"Monroe County, Illinois",34905,42.5,100685
17135,"Montgomery County, Illinois",28352,42.7,61796
17137,"Morgan County, Illinois",32882,41.4,61188
17139,"Moultrie County, Illinois",14531,40.5,72833
17141,"Ogle County, Illinois",51672,42.3,75782
17143,"Peoria County, Illinois",181186,38.1,63409
17145,"Perry County, Illinois",20996,42.2,56338
17147,"Piatt County, Illinois",16698,41.8,81151
17149,"Pike County, Illinois",14776,42.8,55514
17151,"Pope County, Illinois",3799,49.7,57582
17153,"Pulaski County, Illinois",5177,43.9,41038
17155,"Putnam County, Illinois",5628,47.4,75726
17157,"Randolph County, Illinois",30413,43,63860
17159,"Richland County, Illinois",15716,42.2,61607
17161,"Rock Island County, Illinois",143819,40.2,64435
17163,"St. Clair County, Illinois",256791,39.4,68915
17165,"Saline County, Illinois",23662,43.2,51710
17167,"Sangamon County, Illinois",196122,40.6,71653
17169,"Schuyler County, Illinois",6879,48.2,63737
17171,"Scott County, Illinois",4899,44.7,70500
17173,"Shelby County, Illinois",21042,44.9,65585
17175,"Stark County, Illinois",5395,44.8,58125
17177,"Stephenson County, Illinois",44482,45.6,57527
17179,"Tazewell County, Illinois",131276,41.6,74606
17181,"Union County, Illinois",17122,44.7,54090
17183,"Vermilion County, Illinois",74113,40.8,52787
17185,"Wabash County, Illinois",11321,43.8,54074
17187,"Warren County, Illinois",16760,40.1,62700
17189,"Washington County, Illinois",13781,44,75111
17191,"Wayne County, Illinois",16127,42.9,53522
17193,"White County, Illinois",13834,44.7,54605
17195,"Whiteside County, Illinois",55569,43.5,62828
17197,"Will County, Illinois",696774,38.7,103678
17199,"Williamson County, Illinois",67120,41.2,60325
17201,"Winnebago County, Illinois",284591,39.5,61738
17203,"Woodford County, Illinois",38414,40.1,80093
18001,"Adams County, Indiana",35827,33.4,61731
18003,"Allen County, Indiana",385456,36.1,66222
18005,"Bartholomew County, Indiana",82371,38,76912
18007,"Benton County, Indiana",8709,40.4,58620
18009,"Blackford County, Indiana",12074,44,51108
18011,"Boone County, Indiana",71235,38.3,103038
18013,"Brown County, Indiana",15513,50.7,73933
18015,"Carroll County, Indiana",20397,43.1,61464
18017,"Cass County, Indiana",37820,41.3,55862
18019,"Clark County, Indiana",121484,39.6,69005
18021,"Clay County, Indiana",26396,41.1,68364
18023,"Clinton County, Indiana",33020,36.7,59515
18025,"Crawford County, Indiana",10511,44.6,46706
18027,"Daviess County, Indiana",33337,34.9,64113
18029,"Dearborn County, Indiana",50709,42.3,80352
18031,"Decatur County, Indiana",26432,39.7,71566
18033,"DeKalb County, Indiana",43312,38.1,68110
18035,"Delaware County, Indiana",112156,35.6,53377
18037,"Dubois County, Indiana",43584,40,68945
18039,"Elkhart County, Indiana",206841,35.6,63978
18041,"Fayette County, Indiana",23391,43,52219
18043,"Floyd County, Indiana",80191,39.8,75686
18045,"Fountain County, Indiana",16468,43.1,60559
18047,"Franklin County, Indiana",22850,41.8,75985
18049,"Fulton County, Indiana",20420,40.9,62644
18051,"Gibson County, Indiana",33006,40.4,64153
18053,"Grant County, Indiana",66560,40.1,53033
18055,"Greene County, Indiana",30900,43,57771
18057,"Hamilton County, Indiana",349527,37.8,114866
18059,"Hancock County, Indiana",80170,39.6,85262
18061,"Harrison County, Indiana",39684,42.5,71302
18063,"Hendricks County, Indiana",175639,38.4,95261
18065,"Henry County, Indiana",48913,42.2,57632
18067,"Howard County, Indiana",83452,41.2,62014
18069,"Huntington County, Indiana",36699,41.4,59894
18071,"Jackson County, Indiana",46212,39.5,65609
18073,"Jasper County, Indiana",33045,41.4,77777
18075,"Jay County, Indiana",20451,39.6,52231
18077,"Jefferson County, Indiana",33057,41,57801
18079,"Jennings County, Indiana",27610,39.6,66892
18081,"Johnson County, Indiana",161952,37.9,82730
18083,"Knox County, Indiana",36148,38.9,58173
18085,"Kosciusko County, Indiana",80442,39,70945
18087,"LaGrange County, Indiana",40364,31.9,81658
18089,"Lake County, Indiana",497682,39.3,66375
18091,"LaPorte County, Indiana",112215,40.5,66854
18093,"Lawrence County, Indiana",45113,43.5,64210
18095,"Madison County, Indiana",130545,40.7,60060
18097,"Marion County, Indiana",971737,34.4,59504
18099,"Marshall County, Indiana",46208,39.9,66016
18101,"Martin County, Indiana",9863,42,65489
18103,"Miami County, Indiana",35952,41.1,59551
18105,"Monroe County, Indiana",140065,30.8,60308
18107,"Montgomery County, Indiana",38018,40.4,62937
18109,"Morgan County, Indiana",71757,41.5,79134
18111,"Newton County, Indiana",13829,42.7,63673
18113,"Noble County, Indiana",47431,39.4,70286
18115,"Ohio County, Indiana",5974,47.2,66333
18117,"Orange County, Indiana",19768,42.6,60775
18119,"Owen County, Indiana",21361,44.9,57947
18121,"Parke County, Indiana",16327,42.5,63393
18123,"Perry County, Indiana",19186,41.1,58936
18125,"Pike County, Indiana",12227,43.9,64182
18127,"Porter County, Indiana",173355,40.1,82915
18129,"Posey County, Indiana",25226,43,75594
18131,"Pulaski County, Indiana",12498,41.9,56823
18133,"Putnam County, Indiana",36942,38.4,70609
18135,"Randolph County, Indiana",24586,42.8,59674
18137,"Ripley County, Indiana",28990,40.8,70285
18139,"Rush County, Indiana",16716,42.5,62386
18141,"St. Joseph County, Indiana",272388,36.7,61877
18143,"Scott County, Indiana",24403,41.3,49343
18145,"Shelby County, Indiana",44940,40.5,66449
18147,"Spencer County, Indiana",19935,44.3,66168
18149,"Starke County, Indiana",23308,41.7,59916
18151,"Steuben County, Indiana",34507,43.5,68837
18153,"Sullivan County, Indiana",20791,40.9,54556
18155,"Switzerland County, Indiana",9896,40.8,66525
18157,"Tippecanoe County, Indiana",186955,28.4,55728
18159,"Tipton County, Indiana",15328,44.4,71947
18161,"Union County, Indiana",7041,44.5,68514
18163,"Vanderburgh County, Indiana",179900,38.9,58839
18165,"Vermillion County, Indiana",15488,42.4,59567
18167,"Vigo County, Indiana",106355,36.4,52789
18169,"Wabash County, Indiana",31032,42.8,66194
18171,"Warren County, Indiana",8454,43.7,72833
18173,"Warrick County, Indiana",64065,41.7,91105
18175,"Washington County, Indiana",28133,40.9,60695
18177,"Wayne County, Indiana",66522,40.9,54854
18179,"Wells County, Indiana",28167,40.6,68074
18181,"White County, Indiana",24630,42.6,65345
18183,"Whitley County, Indiana",34259,41.6,73636
19001,"Adair County, Iowa",7479,43,63172
19003,"Adams County, Iowa",3680,46.3,64750
19005,"Allamakee County, Iowa",14046,43.1,64049
19007,"Appanoose County, Iowa",12279,45,50684
19009,"Audubon County, Iowa",5651,48.2,54973
19011,"Benton County, Iowa",25652,43,79444
19013,"Black Hawk County, Iowa",131041,35.5,62329
19015,"Boone County, Iowa",26700,42,75759
19017,"Bremer County, Iowa",25012,38.9,84727
19019,"Buchanan County, Iowa",20631,39.5,73493
19021,"Buena Vista County, Iowa",20687,35.6,62662
19023,"Butler County, Iowa",14376,43.6,65743
19025,"Calhoun County, Iowa",9893,42.4,65614
19027,"Carroll County, Iowa",20728,42.4,68041
19029,"Cass County, Iowa",13116,44.8,60815
19031,"Cedar County, Iowa",18479,43.3,76959
19033,"Cerro Gordo County, Iowa",42979,44.3,63149
19035,"Cherokee County, Iowa",11601,44.8,63638
19037,"Chickasaw County, Iowa",11957,44,72734
19039,"Clarke County, Iowa",9737,39.3,63120
19041,"Clay County, Iowa",16423,41.5,61756
19043,"Clayton County, Iowa",17123,46.9,60441
19045,"Clinton County, Iowa",46488,42.5,61080
19047,"Crawford County, Iowa",16450,37.3,61188
19049,"Dallas County, Iowa",100367,35.6,99533
19051,"Davis County, Iowa",9093,36.3,77176
19053,"Decatur County, Iowa",7684,36.6,56068
19055,"Delaware County, Iowa",17523,43.5,75896
19057,"Des Moines County, Iowa",38824,42.1,58084
19059,"Dickinson County, Iowa",17692,47.9,72446
19061,"Dubuque County, Iowa",98812,38.7,73495
19063,"Emmet County, Iowa",9349,44.8,64461
19065,"Fayette County, Iowa",19519,43.4,56043
19067,"Floyd County, Iowa",15601,44,62356
19069,"Franklin County, Iowa",10015,42.8,62214
19071,"Fremont County, Iowa",6639,46.2,69375
19073,"Greene County, Iowa",8801,44.6,56884
19075,"Grundy County, Iowa",12351,41.6,80701
19077,"Guthrie County, Iowa",10619,45.9,75795
19079,"Hamilton County, Iowa",14979,41.9,66685
19081,"Hancock County, Iowa",10790,44.4,67865
19083,"Hardin County, Iowa",16861,45.3,64656
19085,"Harrison County, Iowa",14623,42,75830
19087,"Henry County, Iowa",20436,40.4,62365
19089,"Howard County, Iowa",9479,39.5,63947
19091,"Humboldt County, Iowa",9606,41.9,66617
19093,"Ida County, Iowa",6969,42.8,63125
19095,"Iowa County, Iowa",16575,42.2,69787
19097,"Jackson County, Iowa",19470,44.4,69709
19099,"Jasper County, Iowa",37808,41,67784
19101,"Jefferson County, Iowa",15785,44.2,52210
19103,"Johnson County, Iowa",153360,30.6,72977
19105,"Jones County, Iowa",20733,43.4,68781
19107,"Keokuk County, Iowa",10026,42.7,60016
19109,"Kossuth County, Iowa",14718,45.1,62553
19111,"Lee County, Iowa",33442,43.5,58094
19113,"Linn County, Iowa",229308,38.2,75457
19115,"Louisa County, Iowa",10823,42.2,72500
19117,"Lucas County, Iowa",8666,42.9,63405
19119,"Lyon County, Iowa",12023,38.3,73735
19121,"Madison County, Iowa",16609,40.9,88110
19123,"Mahaska County, Iowa",22059,39.6,65200
19125,"Marion County, Iowa",33487,39.8,74193
19127,"Marshall County, Iowa",40049,38.5,70828
19129,"Mills County, Iowa",14605,42.7,81907
19131,"Mitchell County, Iowa",10537,41.8,66056
19133,"Monona County, Iowa",8671,45.9,59897
19135,"Monroe County, Iowa",7574,41.5,76324
19137,"Montgomery County, Iowa",10285,43.3,61261
19139,"Muscatine County, Iowa",42968,38.6,67427
19141,"O'Brien County, Iowa",14138,40.4,65076
19143,"Osceola County, Iowa",6149,44,67561
19145,"Page County, Iowa",15225,45.2,58264
19147,"Palo Alto County, Iowa",8938,41.3,67306
19149,"Plymouth County, Iowa",25621,40.9,79963
19151,"Pocahontas County, Iowa",7061,45.4,61434
19153,"Polk County, Iowa",493378,36.1,78827
19155,"Pottawattamie County, Iowa",93543,39.7,68718
19157,"Poweshiek County, Iowa",18608,40.7,61192
19159,"Ringgold County, Iowa",4690,43.8,67898
19161,"Sac County, Iowa",9778,45.2,68778
19163,"Scott County, Iowa",174315,38.7,72792
19165,"Shelby County, Iowa",11737,45.5,70295
19167,"Sioux County, Iowa",35815,34.4,81914
19169,"Story County, Iowa",98573,26.5,66197
19171,"Tama County, Iowa",17017,41,65483
19173,"Taylor County, Iowa",5916,44.1,65926
19175,"Union County, Iowa",12107,40,56495
19177,"Van Buren County, Iowa",7207,45,58417
19179,"Wapello County, Iowa",35292,39.4,56209
19181,"Warren County, Iowa",52709,38.5,89741
19183,"Washington County, Iowa",22534,40.1,71122
19185,"Wayne County, Iowa",6484,41.9,58257
19187,"Webster County, Iowa",36986,39.8,65335
19189,"Winnebago County, Iowa",10704,41.5,62853
19191,"Winneshiek County, Iowa",20050,42.6,67770
19193,"Woodbury County, Iowa",105526,35.9,68399
19195,"Worth County, Iowa",7417,43.9,69897
19197,"Wright County, Iowa",12897,41.5,58240
20001,"Allen County, Kansas",12554,41.1,55059
20003,"Anderson County, Kansas",7799,39.7,67651
20005,"Atchison County, Kansas",16309,36.1,55281
20007,"Barber County, Kansas",4081,42.8,53774
20009,"Barton County, Kansas",25477,39.2,54634
20011,"Bourbon County, Kansas",14405,38.1,55826
20013,"Brown County, Kansas",9486,41.8,55876
20015,"Butler County, Kansas",67618,38.2,77724
20017,"Chase County, Kansas",2570,44.1,52481
20019,"Chautauqua County, Kansas",3389,45.9,51210
20021,"Cherokee County, Kansas",19380,42.4,53382
20023,"Cheyenne County, Kansas",2619,43,52730
20025,"Clark County, Kansas",1977,46.3,58287
20027,"Clay County, Kansas",8088,43.1,57765
20029,"Cloud County, Kansas",9008,38.8,51197
20031,"Coffey County, Kansas",8334,43.9,67645
20033,"Comanche County, Kansas",1825,46.8,49754
20035,"Cowley County, Kansas",34661,38.1,55726
20037,"Crawford County, Kansas",39012,32.9,49779
20039,"Decatur County, Kansas",2771,50.6,49412
20041,"Dickinson County, Kansas",18492,41.8,62971
20043,"Doniphan County, Kansas",7501,41.9,66358
20045,"Douglas County, Kansas",119094,30.7,66153
20047,"Edwards County, Kansas",2849,43.8,52750
20049,"Elk County, Kansas",2453,50.4,50000
20051,"Ellis County, Kansas",28921,32.9,59665
20053,"Ellsworth County, Kansas",6374,43.1,59844
20055,"Finney County, Kansas",38187,31.9,68481
20057,"Ford County, Kansas",34212,32.6,67997
20059,"Franklin County, Kansas",25968,40.2,68217
20061,"Geary County, Kansas",36247,26.6,57992
20063,"Gove County, Kansas",2758,42.1,59417
20065,"Graham County, Kansas",2430,47.2,47071
20067,"Grant County, Kansas",7336,32.9,84808
20069,"Gray County, Kansas",5719,36.1,74500
20071,"Greeley County, Kansas",1279,40.6,69948
20073,"Greenwood County, Kansas",6001,48.4,51812
20075,"Hamilton County, Kansas",2520,35.4,58750
20077,"Harper County, Kansas",5457,41.5,53032
20079,"Harvey County, Kansas",33959,40.5,70685
20081,"Haskell County, Kansas",3735,38,66458
20083,"Hodgeman County, Kansas",1770,46,63125
20085,"Jackson County, Kansas",13274,40.7,70385
20087,"Jefferson County, Kansas",18387,43.2,74562
20089,"Jewell County, Kansas",2929,51.1,47109
20091,"Johnson County, Kansas",610742,38.1,103644
20093,"Kearny County, Kansas",3964,34.9,68750
20095,"Kingman County, Kansas",7369,43.6,59640
20097,"Kiowa County, Kansas",2445,41.5,70347
20099,"Labette County, Kansas",20096,40.6,56143
20101,"Lane County, Kansas",1528,47.9,52222
20103,"Leavenworth County, Kansas",82050,38,84307
20105,"Lincoln County, Kansas",2929,44.6,52540
20107,"Linn County, Kansas",9696,45,56697
20109,"Logan County, Kansas",2752,39.9,70382
20111,"Lyon County, Kansas",32182,32.9,56415
20113,"McPherson County, Kansas",30085,39.8,71250
20115,"Marion County, Kansas",11867,43.4,60011
20117,"Marshall County, Kansas",10014,42.3,64306
20119,"Meade County, Kansas",4019,37.7,74063
20121,"Miami County, Kansas",34312,42.5,85564
20123,"Mitchell County, Kansas",5829,41.9,63008
20125,"Montgomery County, Kansas",31448,40.2,51513
20127,"Morris County, Kansas",5385,46.5,52866
20129,"Morton County, Kansas",2688,39.5,57943
20131,"Nemaha County, Kansas",10219,40,72788
20133,"Neosho County, Kansas",15826,40.3,54894
20135,"Ness County, Kansas",2677,48.4,64907
20137,"Norton County, Kansas",5431,40.4,52710
20139,"Osage County, Kansas",15787,42.6,66155
20141,"Osborne County, Kansas",3493,46.4,58750
20143,"Ottawa County, Kansas",5768,42.3,74551
20145,"Pawnee County, Kansas",6288,46.1,54141
20147,"Phillips County, Kansas",4960,44.9,57611
20149,"Pottawatomie County, Kansas",25482,35.8,85241
20151,"Pratt County, Kansas",9175,37.6,61685
20153,"Rawlins County, Kansas",2544,46.2,61827
20155,"Reno County, Kansas",61881,40.5,57390
20157,"Republic County, Kansas",4686,47.5,54531
20159,"Rice County, Kansas",9441,39,58523
20161,"Riley County, Kansas",72105,24.9,56327
20163,"Rooks County, Kansas",4925,44.9,60821
20165,"Rush County, Kansas",2939,46.4,53523
20167,"Russell County, Kansas",6702,45.3,49929
20169,"Saline County, Kansas",54160,39.9,59887
20171,"Scott County, Kansas",5128,38.7,53365
20173,"Sedgwick County, Kansas",522700,35.8,65372
20175,"Seward County, Kansas",21942,30.5,57131
20177,"Shawnee County, Kansas",178625,39.4,63463
20179,"Sheridan County, Kansas",2450,42.5,66719
20181,"Sherman County, Kansas",5940,38,61404
20183,"Smith County, Kansas",3561,50,50943
20185,"Stafford County, Kansas",4054,42.2,60000
20187,"Stanton County, Kansas",2060,39.6,66000
20189,"Stevens County, Kansas",5275,36.3,67950
20191,"Sumner County, Kansas",22517,42,59397
20193,"Thomas County, Kansas",7907,35.2,72417
20195,"Trego County, Kansas",2798,47.8,77500
20197,"Wabaunsee County, Kansas",6922,43.7,70000
20199,"Wallace County, Kansas",1489,43.1,57708
20201,"Washington County, Kansas",5529,44.9,59432
20203,"Wichita County, Kansas",2131,43.1,69551
20205,"Wilson County, Kansas",8667,42.4,55439
20207,"Woodson County, Kansas",3134,46.6,50670
20209,"Wyandotte County, Kansas",167989,34.3,57771
21001,"Adair County, Kentucky",18887,40.3,49690
21003,"Allen County, Kentucky",20773,40.5,57159
21005,"Anderson County, Kentucky",23839,41.9,69885
21007,"Ballard County, Kentucky",7742,44.7,57111
21009,"Barren County, Kentucky",44511,40.2,48141
21011,"Bath County, Kentucky",12739,39.5,51471
21013,"Bell County, Kentucky",24248,41.5,33658
21015,"Boone County, Kentucky",136150,38,91697
21017,"Bourbon County, Kentucky",20228,41.8,54580
21019,"Boyd County, Kentucky",48242,42.1,58327
21021,"Boyle County, Kentucky",30613,40,56568
21023,"Bracken County, Kentucky",8420,41.7,59911
21025,"Breathitt County, Kentucky",13580,42.7,38209
21027,"Breckinridge County, Kentucky",20528,42.3,51756
21029,"Bullitt County, Kentucky",82482,41.1,73900
21031,"Butler County, Kentucky",12365,41.4,47589
21033,"Caldwell County, Kentucky",12635,42.4,52488
21035,"Calloway County, Kentucky",37345,35.6,48276
21037,"Campbell County, Kentucky",93122,38.9,71979
21039,"Carlisle County, Kentucky",4782,42.9,53065
21041,"Carroll County, Kentucky",10842,38.5,50625
21043,"Carter County, Kentucky",26671,41.9,47004
21045,"Casey County, Kentucky",15942,41.9,42190
21047,"Christian County, Kentucky",72766,28.4,48920
21049,"Clark County, Kentucky",36897,40.9,61878
21051,"Clay County, Kentucky",20322,40.4,37888
21053,"Clinton County, Kentucky",9295,42.4,41180
21055,"Crittenden County, Kentucky",8979,43.4,45810
21057,"Cumberland County, Kentucky",5974,45.4,40515
21059,"Daviess County, Kentucky",102916,38.7,64021
21061,"Edmonson County, Kentucky",12179,45,53029
21063,"Elliott County, Kentucky",7378,43.6,39469
21065,"Estill County, Kentucky",14138,43.7,39980
21067,"Fayette County, Kentucky",321276,35.2,66087
21069,"Fleming County, Kentucky",15111,40.8,46885
21071,"Floyd County, Kentucky",35780,42.9,38723
21073,"Franklin County, Kentucky",51475,40,62929
21075,"Fulton County, Kentucky",6480,39.2,35449
21077,"Gallatin County, Kentucky",8720,38.7,58641
21079,"Garrard County, Kentucky",17175,43.5,58263
21081,"Grant County, Kentucky",25085,36.5,65461
21083,"Graves County, Kentucky",36701,39.9,52526
21085,"Grayson County, Kentucky",26465,40,47024
21087,"Green County, Kentucky",11198,45.1,38595
21089,"Greenup County, Kentucky",35853,43.8,58562
21091,"Hancock County, Kentucky",9058,41.2,68102
21093,"Hardin County, Kentucky",111005,37.2,64136
21095,"Harlan County, Kentucky",26589,41.2,35128
21097,"Harrison County, Kentucky",18803,42.6,58840
21099,"Hart County, Kentucky",19345,40.3,45561
21101,"Henderson County, Kentucky",44770,41,56912
21103,"Henry County, Kentucky",15731,41.4,58294
21105,"Hickman County, Kentucky",4491,46.6,68589
21107,"Hopkins County, Kentucky",45223,41.4,54466
21109,"Jackson County, Kentucky",13002,40.9,38516
21111,"Jefferson County, Kentucky",779232,38.5,66296
21113,"Jessamine County, Kentucky",53381,38.4,69905
21115,"Johnson County, Kentucky",22631,41.7,44231
21117,"Kenton County, Kentucky",169066,37.7,76016
21119,"Knott County, Kentucky",14282,44.2,38336
21121,"Knox County, Kentucky",30207,40.1,34254
21123,"Larue County, Kentucky",14902,41.3,57867
21125,"Laurel County, Kentucky",62442,39.8,53693
21127,"Lawrence County, Kentucky",16228,41.2,42488
21129,"Lee County, Kentucky",7338,41.8,31682
21131,"Leslie County, Kentucky",10468,43.2,37019
21133,"Letcher County, Kentucky",21490,42.7,38466
21135,"Lewis County, Kentucky",13063,42.5,36662
21137,"Lincoln County, Kentucky",24320,41.4,49487
21139,"Livingston County, Kentucky",8980,46,56125
21141,"Logan County, Kentucky",27498,40.8,58869
21143,"Lyon County, Kentucky",8721,47.9,64081
21145,"McCracken County, Kentucky",67573,42.5,58490
21147,"McCreary County, Kentucky",16892,39.2,35000
21149,"McLean County, Kentucky",9173,43.2,64020
21151,"Madison County, Kentucky",92955,34.4,59797
21153,"Magoffin County, Kentucky",11647,41.4,31927
21155,"Marion County, Kentucky",19627,39.8,49627
21157,"Marshall County, Kentucky",31706,44.6,64597
21159,"Martin County, Kentucky",11298,39.8,45265
21161,"Mason County, Kentucky",17068,42.1,48460
21163,"Meade County, Kentucky",29964,39.2,68518
21165,"Menifee County, Kentucky",6174,43.4,43797
21167,"Mercer County, Kentucky",22662,43.1,60728
21169,"Metcalfe County, Kentucky",10313,42.6,46932
21171,"Monroe County, Kentucky",11331,41.2,47252
21173,"Montgomery County, Kentucky",28188,40.5,53436
21175,"Morgan County, Kentucky",13840,42.3,46018
21177,"Muhlenberg County, Kentucky",30735,43,50935
21179,"Nelson County, Kentucky",46779,39.9,66212
21181,"Nicholas County, Kentucky",7613,38.9,57539
21183,"Ohio County, Kentucky",23782,41,52474
21185,"Oldham County, Kentucky",67997,39.5,117334
21187,"Owen County, Kentucky",11229,42.9,56485
21189,"Owsley County, Kentucky",4054,48,32844
21191,"Pendleton County, Kentucky",14638,41.7,58723
21193,"Perry County, Kentucky",28136,41.3,45330
21195,"Pike County, Kentucky",58196,42.5,41271
21197,"Powell County, Kentucky",13089,39.5,38415
21199,"Pulaski County, Kentucky",65145,41.8,48768
21201,"Robertson County, Kentucky",2207,39,53798
21203,"Rockcastle County, Kentucky",16171,42.9,45693
21205,"Rowan County, Kentucky",24551,30.6,50038
21207,"Russell County, Kentucky",18021,42.4,48220
21209,"Scott County, Kentucky",57286,36.1,80782
21211,"Shelby County, Kentucky",48105,40.6,81012
21213,"Simpson County, Kentucky",19574,39.2,55907
21215,"Spencer County, Kentucky",19549,42.9,101118
21217,"Taylor County, Kentucky",26056,37.3,63211
21219,"Todd County, Kentucky",12281,36.6,57891
21221,"Trigg County, Kentucky",14154,45.8,55864
21223,"Trimble County, Kentucky",8510,42,66492
21225,"Union County, Kentucky",13495,41.3,58260
21227,"Warren County, Kentucky",135307,33.3,63074
21229,"Washington County, Kentucky",12025,42.3,65456
21231,"Wayne County, Kentucky",19666,43.4,41583
21233,"Webster County, Kentucky",12951,39.7,55451
21235,"Whitley County, Kentucky",36648,36.1,44332
21237,"Wolfe County, Kentucky",6573,41,28666
